index,max_id (categoric),min_id (categoric),max_db,min_db,num_id,mean,std,max_ch (categoric),min_ch (categoric),num_ch,0_bssid (categoric),0_signal,1_bssid (categoric),1_signal,2_bssid (categoric),2_signal,3_bssid,3_signal,4_bssid,4_signal,5_bssid,5_signal,6_bssid,6_signal,7_bssid,7_signal,8_bssid,8_signal,9_bssid,9_signal,10_bssid,10_signal,11_bssid,11_signal,12_bssid,12_signal,13_bssid,13_signal,14_bssid,14_signal,15_bssid,15_signal,16_bssid,16_signal,17_bssid,17_signal,18_bssid,18_signal,19_bssid,19_signal,20_bssid,20_signal,21_bssid,21_signal,22_bssid,22_signal,23_bssid,23_signal,24_bssid,24_signal,25_bssid,25_signal,26_bssid,26_signal,27_bssid,27_signal,28_bssid,28_signal,29_bssid,29_signal,30_bssid,30_signal,31_bssid,31_signal,32_bssid,32_signal,33_bssid,33_signal,34_bssid,34_signal,35_bssid,35_signal,36_bssid,36_signal,37_bssid,37_signal,38_bssid,38_signal,39_bssid,39_signal,40_bssid,40_signal,41_bssid,41_signal,42_bssid,42_signal,43_bssid,43_signal,44_bssid,44_signal,45_bssid,45_signal,46_bssid,46_signal,47_bssid,47_signal,48_bssid,48_signal,49_bssid,49_signal,50_bssid,50_signal,51_bssid,51_signal,52_bssid,52_signal,53_bssid,53_signal,54_bssid,54_signal,55_bssid,55_signal,56_bssid,56_signal,57_bssid,57_signal,58_bssid,58_signal,59_bssid,59_signal,60_bssid,60_signal,61_bssid,61_signal,62_bssid,62_signal,63_bssid,63_signal,64_bssid,64_signal,65_bssid,65_signal,66_bssid,66_signal,67_bssid,67_signal,68_bssid,68_signal,69_bssid,69_signal,70_bssid,70_signal,71_bssid,71_signal,72_bssid,72_signal,73_bssid,73_signal,74_bssid,74_signal,75_bssid,75_signal,76_bssid,76_signal,77_bssid,77_signal,78_bssid,78_signal,79_bssid,79_signal,80_bssid,80_signal,81_bssid,81_signal,82_bssid,82_signal,83_bssid,83_signal,84_bssid,84_signal,85_bssid,85_signal,86_bssid,86_signal,87_bssid,87_signal,88_bssid,88_signal,89_bssid,89_signal,90_bssid,90_signal,91_bssid,91_signal,92_bssid,92_signal,93_bssid,93_signal,94_bssid,94_signal,95_bssid,95_signal,96_bssid,96_signal,97_bssid,97_signal,98_bssid,98_signal,99_bssid (categoric),99_signal,x,y,z,Floor
45,13,39,-86,-40,23,-72.95652174,12.7158862,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-52,0,0,0,0,1,-78,1,-68,1,-70,1,-70,0,0,0,0,0,0,0,0,0,0,0,0,1,-80,1,-82,1,-40,1,-40,1,-82,1,-82,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,1,-84,1,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-78,1,-74,0,0,0,0,1,-86,0,0,0,0,1,-80,1,-66,1,-68,1,-72,1,-80,1,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Base
1734,15,9,-88,-40,21,-72.33333333,13.449494,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-68,0,0,0,0,0,0,0,0,0,0,0,0,1,-86,0,0,0,0,1,-88,1,-88,0,0,0,0,1,-76,1,-78,0,0,0,0,0,0,1,-86,1,-82,1,-86,0,0,0,0,1,-44,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-56,1,-56,1,-72,1,-72,0,0,0,0,0,0,0,0,1,-72,1,-72,1,-80,1,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-63,1,-74,0,0,0,0,10.8,-1.2,11.6,Floor 3
1619,32,7,-86,-68,16,-76.0625,6.269656589,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-78,0,0,0,0,0,0,0,0,0,0,0,0,1,-86,0,0,0,0,0,0,0,0,1,-78,1,-76,0,0,0,0,1,-74,1,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-68,1,-68,1,-82,1,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-86,0,0,1,-76,1,-76,0,0,0,0,1,-68,1,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71,0,0,0,0,0,0,-13.2,8.4,11.6,Floor 3
575,5,7,-84,-48,20,-71.75,12.04107553,6,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,1,-73,0,0,1,-84,0,0,0,0,1,-82,0,0,1,-48,1,-48,0,0,0,0,1,-72,1,-72,0,0,0,0,1,-84,0,0,0,0,0,0,0,0,0,0,1,-76,1,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,0,0,1,-74,1,-74,1,-52,1,-52,1,-84,1,-84,1,-68,1,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.8,10.8,4.0,Floor 1
1621,17,5,-88,-60,17,-74.82352941,9.102264063,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-88,0,0,0,0,0,0,1,-76,0,0,0,0,1,-86,0,0,0,0,0,0,0,0,1,-78,1,-74,0,0,0,0,1,-72,1,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-60,1,-60,1,-88,1,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-86,0,0,1,-76,1,-74,0,0,0,0,1,-64,1,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-70,0,0,0,0,0,0,-12.0,9.6,11.6,Floor 3
1222,2,51,-86,-50,21,-74.33333333,8.172738268,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,0,0,0,0,0,0,1,-79,1,-50,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,1,-84,0,0,0,0,1,-72,1,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-74,1,-76,1,-70,1,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-74,1,-74,1,-80,1,-80,0,0,0,0,1,-64,1,-64,1,-72,1,-72,0,0,0,0,0,0,1,-86,0,0,1,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.8,34.8,8.0,Floor 2
57,3,25,-88,-42,22,-74.36363636,10.83154255,11,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-42,0,0,0,0,1,-72,1,-72,1,-70,1,-70,0,0,0,0,0,0,0,0,0,0,0,0,1,-80,1,-80,1,-56,1,-56,1,-74,1,-74,0,0,0,0,0,0,0,0,0,0,1,-88,1,-82,1,-82,1,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-80,1,-80,0,0,0,0,0,0,1,-88,0,0,0,0,1,-72,1,-72,1,-80,1,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4,-2.4,0.0,Base
1681,17,39,-88,-50,20,-75.9,10.5399241,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,1,-73,1,-70,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,1,-86,0,0,0,0,1,-68,1,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-50,1,-50,1,-82,1,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-88,1,-82,1,-76,1,-76,0,0,0,0,1,-80,1,-80,0,0,0,0,0,0,0,0,0,0,1,-88,0,0,1,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71,0,0,0,0,0,0,-12.0,24.0,11.6,Floor 3
1444,23,18,-86,-52,23,-74.91304348,9.513893929,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,1,-84,0,0,1,-78,1,-78,1,-74,1,-76,0,0,0,0,1,-84,1,-84,1,-86,1,-80,1,-78,1,-82,1,-84,1,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-56,1,-52,0,0,0,0,0,0,0,0,0,0,0,0,1,-64,1,-64,1,-76,1,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-69,1,-72,0,0,0,0,10.8,-1.2,8.0,Floor 2
159,27,9,-92,-60,22,-77.18181818,9.257116985,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,0,0,0,0,0,0,0,0,0,0,0,0,1,-60,0,0,0,0,1,-92,0,0,1,-88,1,-82,0,0,0,0,1,-74,1,-72,1,-88,1,-80,1,-80,1,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-64,1,-64,1,-60,1,-84,0,0,0,0,0,0,0,0,1,-68,1,-68,0,0,0,0,0,0,0,0,0,0,1,-80,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,1,-86,-7.2,19.2,0.0,Base
711,33,16,-88,-60,11,-77.45454545,8.907235428,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,0,0,0,0,0,0,1,-74,1,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-88,1,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,1,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,1,-84,0,0,0,0,0,0,0,0,0,0,0,0,1,-60,1,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,33.6,4.0,Floor 1
1728,15,9,-86,-48,19,-74.84210526,12.02306187,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-68,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,0,0,0,0,1,-86,1,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-86,1,-86,1,-82,0,0,1,-48,1,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-66,1,-66,1,-80,1,-82,0,0,0,0,0,0,0,0,1,-80,1,-72,1,-86,1,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-60,1,-76,0,0,0,0,9.6,-2.4,11.6,Floor 3
1627,17,51,-88,-52,15,-74.4,11.43561688,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,1,-86,0,0,0,0,1,-64,1,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-52,1,-52,1,-84,1,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-72,1,-72,0,0,0,0,1,-72,1,-78,0,0,0,0,0,0,0,0,0,0,1,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,0,0,0,0,-13.2,10.8,11.6,Floor 3
1708,15,9,-84,-56,19,-76.57894737,8.047986276,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,1,-84,1,-82,1,-82,1,-80,0,0,0,0,0,0,0,0,0,0,0,0,1,-80,1,-80,0,0,0,0,1,-58,1,-56,0,0,0,0,1,-82,1,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-72,1,-72,0,0,0,0,0,0,0,0,0,0,0,0,1,-80,1,-80,1,-80,1,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-65,0,0,0,0,0,0,4.8,0.0,11.6,Floor 3
1041,31,9,-86,-40,23,-74.26086957,12.01888873,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-70,0,0,1,-78,0,0,0,0,1,-86,1,-82,1,-64,1,-64,0,0,0,0,1,-76,1,-76,0,0,0,0,1,-86,1,-86,0,0,1,-82,1,-78,1,-80,1,-78,1,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-72,1,-72,0,0,0,0,0,0,0,0,1,-82,1,-72,1,-84,1,-84,1,-40,1,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.8,-2.4,8.0,Floor 2
576,5,7,-84,-48,20,-71.75,12.04107553,6,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,1,-73,0,0,1,-84,0,0,0,0,1,-82,0,0,1,-48,1,-48,0,0,0,0,1,-72,1,-72,0,0,0,0,1,-84,0,0,0,0,0,0,0,0,0,0,1,-76,1,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,0,0,1,-74,1,-74,1,-52,1,-52,1,-84,1,-84,1,-68,1,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.8,10.8,4.0,Floor 1
561,28,19,-88,-54,20,-71.9,12.52956504,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-86,0,0,0,0,0,0,0,0,0,0,0,0,1,-72,0,0,0,0,0,0,0,0,1,-54,1,-54,0,0,0,0,1,-60,1,-60,0,0,0,0,1,-86,1,-88,0,0,0,0,0,0,0,0,1,-78,1,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-80,0,0,0,0,0,0,0,0,0,0,1,-84,1,-80,1,-56,1,-54,1,-80,1,-88,1,-62,1,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,-12.0,7.2,4.0,Floor 1
477,29,17,-86,-52,20,-69.1,8.377947243,11,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,0,0,0,0,1,-64,0,0,0,0,1,-72,1,-72,1,-68,1,-68,0,0,0,0,0,0,0,0,1,-84,1,-86,1,-62,1,-64,1,-66,1,-66,1,-74,1,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-62,1,-66,0,0,0,0,0,0,0,0,0,0,0,0,1,-52,1,-56,1,-72,1,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.4,3.9,Undefined
997,31,7,-84,-62,22,-76.90909091,5.899992996,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,0,0,0,0,1,-78,1,-76,1,-80,1,-74,0,0,0,0,0,0,0,0,0,0,0,0,1,-74,1,-78,1,-78,1,-76,1,-74,1,-70,0,0,0,0,1,-82,1,-80,0,0,0,0,0,0,1,-82,1,-82,1,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-72,1,-72,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,1,-84,1,-62,1,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,-1.2,8.0,Floor 2
1451,23,18,-86,-54,22,-72.09090909,9.732369098,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,0,0,0,0,1,-72,0,0,0,0,1,-84,1,-84,1,-78,1,-78,1,-80,1,-76,0,0,0,0,0,0,0,0,1,-86,1,-84,1,-78,1,-78,1,-64,1,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-56,1,-54,0,0,0,0,0,0,0,0,0,0,0,0,1,-66,1,-62,1,-68,1,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-70,1,-58,0,0,0,0,8.4,-1.2,8.0,Floor 2
1310,6,37,-86,-56,15,-75.2,7.993330553,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-56,1,-60,0,0,0,0,1,-76,1,-76,0,0,0,0,0,0,0,0,0,0,1,-80,0,0,0,0,1,-72,1,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-74,1,-74,1,-86,0,0,0,0,0,0,0,0,0,0,1,-80,1,-84,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-74,0,0,0,0,10.8,30.0,8.0,Floor 2
1563,32,23,-88,-64,23,-79.65217391,6.203846602,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-86,0,0,0,0,0,0,0,0,0,0,0,0,1,-80,0,0,0,0,1,-78,1,-82,1,-76,1,-76,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,1,-80,1,-82,1,-82,1,-74,1,-74,1,-78,0,0,1,-88,0,0,0,0,0,0,0,0,1,-84,0,0,1,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-80,1,-80,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,1,-82,1,-64,1,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-86,-7.2,-2.4,11.6,Floor 3
746,33,5,-86,-72,11,-80.90909091,3.848365543,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-78,1,-80,0,0,0,0,1,-80,1,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-84,1,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-86,1,-82,0,0,0,0,1,-72,1,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,32.4,4.0,Floor 1
95,3,18,-86,-58,20,-78.0,6.542170894,11,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-58,0,0,0,0,1,-84,1,-84,1,-74,1,-74,0,0,0,0,1,-84,1,-84,0,0,0,0,1,-86,1,-82,1,-72,1,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-80,1,-78,1,-74,1,-76,0,0,1,-84,1,-80,1,-82,1,-80,1,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.2,4.8,0.0,Base
1528,15,11,-86,-54,21,-75.33333333,8.33428566,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-76,0,0,0,0,0,0,0,0,0,0,0,0,1,-80,0,0,0,0,1,-80,1,-78,1,-86,1,-84,0,0,0,0,0,0,0,0,0,0,0,0,1,-74,1,-74,1,-78,1,-78,1,-54,1,-54,0,0,0,0,1,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-72,1,-72,0,0,0,0,0,0,0,0,0,0,0,0,1,-80,1,-80,1,-72,1,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-68,1,-82,0,0,0,0,2.4,1.2,11.3,Undefined
1863,19,13,-84,-58,15,-72.6,8.48370988,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-80,1,-84,0,0,0,0,1,-74,1,-84,0,0,0,0,0,0,0,0,1,-66,1,-64,0,0,0,0,1,-60,1,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,1,-84,1,-72,1,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-67,1,-74,0,0,0,0,10.8,30.0,11.6,Floor 3
579,5,7,-84,-48,20,-71.75,12.04107553,6,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,1,-73,0,0,1,-84,0,0,0,0,1,-82,0,0,1,-48,1,-48,0,0,0,0,1,-72,1,-72,0,0,0,0,1,-84,0,0,0,0,0,0,0,0,0,0,1,-76,1,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-82,0,0,0,0,0,0,0,0,0,0,1,-74,1,-74,1,-52,1,-52,1,-84,1,-84,1,-68,1,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.8,10.8,4.0,Floor 1
